"Title","ID","State","Session","Chamber","Introduction Date"
"RELATING TO TAXATION.","SB 2260","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO THE ISSUANCE OF SPECIAL PURPOSE REVENUE BONDS TO ASSIST THE HAWAII ISLAND COMMUNITY DEVELOPMENT CORPORATION.","HB 2334","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"RELATING TO INSTRUCTIONAL TIME.","HB 2007","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE HAWAII PUBLIC PROCUREMENT CODE.","SB 2582","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO AGRICULTURE.","SB 2460","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO CORRECTIONS.","SB 2253","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"REQUESTING HOOKAKOO CORPORATION TO CONVENE A WORKING GROUP TO DETERMINE STAKEHOLDER INVOLVEMENT IN CONVERSION CHARTER SCHOOLS.","HCR 137","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE COASTAL ZONE MANAGEMENT PROGRAM UNDER THE OFFICE OF PLANNING TO ASCERTAIN THE DISPOSITION OF TITLE AND OWNERSHIP OF ACREAGE ALONG THE PEARL HARBOR SHORELINE BORDERING WAIPAHU AND THE WESTLOCK SHORELINES THAT ACCUMULATED AS A RESULT OF MANGROVES, VEGETATION, AND ACCRETED LAND FROM RIVERS UPSTREAM.","HR 136","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF HUMAN SERVICES TO STUDY THE IMPACT OF THE NEW ADULT PROTECTIVE SERVICES LAW.","HR 120","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO AMEND ITS ADMINISTRATIVE RULES TO PROHIBIT THE USE OF LAY GILL NETS FOR CATCHING OIO.","HR 117","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING FOOD MANUFACTURERS TO LABEL ALL GENETICALLY MODIFIED OR ENGINEERED FOOD PRODUCTS AS A "GENETICALLY-ENGINEERED FOOD PRODUCT".","HR 114","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DIRECTOR OF LABOR AND INDUSTRIAL RELATIONS TO IDENTIFY WAYS TO IMPROVE AND ACCELERATE THE PROCESSING OF WORKER'S COMPENSATION CLAIMS.","HR 111","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A FINANCIAL AND MANAGEMENT AUDIT OF THOSE STATE AGENCIES WITH SALARY AND WAGE OVERPAYMENTS.","SCR 37","hi","2011 Regular Session","upper","2012-02-09 00:00:00"
"REQUESTING THE GOVERNOR TO RECOGNIZE LOCAL KOREANS BY DIRECTING THE PLACEMENT OF A COMMEMORATIVE PLAQUE DESIGNATING THE FORMER SITE OF THE KOREAN BOARDING SCHOOL FOR BOYS AND THE KOREAN METHODIST CHURCH.","SCR 29","hi","2011 Regular Session","upper","2012-01-27 00:00:00"
"REQUESTING THE GOVERNOR TO RECOGNIZE LOCAL KOREANS BY DIRECTING THE PLACEMENT OF COMMEMORATIVE PLAQUES DESIGNATING THE FORMER SITES OF THE KOREAN CHRISTIAN INSTITUTE.","SCR 28","hi","2011 Regular Session","upper","2012-01-27 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A FINANCIAL AND MANAGEMENT AUDIT OF THOSE STATE AGENCIES WITH SALARY AND WAGE OVERPAYMENTS.","SR 20","hi","2011 Regular Session","upper","2012-03-01 00:00:00"
"URGING GROVE FARM COMPANY, INC. TO PLACE AN IMMEDIATE STAY OF EVICTION AND ENGAGE IN MEANINGFUL FORMAL DISCUSSIONS WITH THE TENANTS OF THE KOLOA PLANTATION CAMP REGARDING FUTURE PLANS FOR THE PLANTATION PROPERTY AND THE DEVELOPMENT OF ALTERNATIVE SOLUTIONS.","SR 19","hi","2011 Regular Session","upper","2012-02-22 00:00:00"
"REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM TO CONVENE A SUSTAINABLE AND ALTERNATIVE ENERGY ASSESSMENT TASK FORCE.","HR 161","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RECOGNIZING THE 100TH ANNIVERSARY OF THE OUTDOOR CIRCLE IN HAWAII.","HR 159","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE CITY AND COUNTY OF HONOLULU TO CREATE A VEHICLE REGISTRATION CREDIT FOR RESIDENTS WHO DRIVE LIMITED MILES IN THEIR VEHICLE.","HR 158","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PRESIDENT TO AMEND EXECUTIVE ORDER 13089 TO EXEMPT MAINTENANCE AND DREDGING ACTIVITIES IN EXISTING SMALL BOAT AND COMMERCIAL HARBORS WITHIN THE STATE OF HAWAII.","HR 154","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A STUDY TO ASSESS THE FEASIBILITY OF CONSOLIDATING OVERSIGHT RESPONSIBILITY OF ADULT RESIDENTIAL CARE AND FOSTER HOME FACILITIES UNDER A SINGLE DEPARTMENT.","HR 152","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO ADOPT RULES TO REQUIRE ELECTRIC UTILITY COMPANIES TO PERMIT GROUP NET METERING.","HR 150","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE BOARD OF EDUCATION TO PROVIDE ACADEMIC CREDIT OR SOME OTHER INCENTIVE OR PENALTY TO MOTIVATE STUDENTS TO TAKE THE ADEQUATE YEARLY PROGRESS TESTS SERIOUSLY.","HR 149","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RECOGNIZING THE 40TH ANNIVERSARY OF THE COASTAL ZONE MANAGEMENT ACT OF 1972.","HR 148","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE INSURANCE COMMISSIONER TO ESTABLISH A MORATORIUM ON HEALTH INSURANCE PREMIUM RATE INCREASES UNTIL JUNE 30, 2014.","HR 142","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO ESTABLISH A MORATORIUM ON ELECTRICITY RATE INCREASES UNTIL JUNE 30, 2014, AND CONSIDER MODIFICATION OF THE AUTOMATIC FUEL ADJUSTMENT CLAUSE FOR ELECTRIC UTILITIES.","HR 141","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING FOOD MANUFACTURERS TO LABEL ALL GENETICALLY MODIFIED OR ENGINEERED FOOD PRODUCTS AS A "GENETICALLY-ENGINEERED FOOD PRODUCT".","HCR 151","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DIRECTOR OF LABOR AND INDUSTRIAL RELATIONS TO IDENTIFY WAYS TO IMPROVE AND ACCELERATE THE PROCESSING OF WORKER'S COMPENSATION CLAIMS.","HCR 149","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"COMMENDING AND CONGRATULATING THE PRUDENTIAL SPIRIT OF COMMUNITY 2012 HAWAII STATE HONOREES AND 2012 HAWAII STATE DISTINGUISHED FINALISTS.","HR 183","hi","2011 Regular Session","lower","2012-03-20 00:00:00"
"URGING THE DEPARTMENT OF EDUCATION TO EXPLORE OPTIONS IN PREVENTING LIKELIKE ELEMENTARY SCHOOL FROM FUTURE CLOSURE.","HR 177","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE CREATION OF A DIABETES PREVENTION TASK FORCE TO STUDY PREVENTION STRATEGIES, TRACK POLICY CHANGES AND REPORT TO THE LEGISLATURE WITH RECOMMENDED ACTIONS HALTING THE DIABETES EPIDEMIC IN HAWAII.","HR 176","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE CENTERS FOR MEDICARE & MEDICAID SERVICES AND MEDICAL INSURANCE PROVIDERS TO CREATE A PENALTY OR DISINCENTIVE FOR THOSE WHO ABUSE EMERGENCY ROOM VISITS.","HR 174","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO CARRY OUT OBJECTIVES AND ACTIONS TO ENCOURAGE AND SUPPORT ELECTRIC UTILITIES IN MAXIMIZING RENEWABLE ENERGY GENERATION.","HR 173","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES AND THE UNITED STATES CONGRESS TO LOWER NATIONAL ENERGY COSTS BY APPROVING THE KEYSTONE XL PIPELINE.","HR 166","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"ENCOURAGING THE GOVERNOR TO TRANSFER THE RESPONSIBILITIES FOR THE ADMINISTRATION OF THE OFFICE OF INTERNATIONAL AFFAIRS FROM THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT AND TOURISM TO THE LIEUTENANT GOVERNOR.","HR 165","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND THE DEPARTMENT OF EDUCATION TO MAINTAIN, MONITOR, AND ENFORCE ANTI-BULLYING, ANTI-CYBERBULLYING, AND ANTI-HARASSMENT POLICIES AND PROCEDURES TO PROTECT PUBLIC AND CHARTER SCHOOL STUDENTS.","HR 162","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO CONDUCT A STUDY ON SEXUALLY TRANSMITTED DISEASES AMONG THE ELDERLY.","HCR 199","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF TAXATION, WITH THE COOPERATION OF THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM, TO CONDUCT A STUDY ON THE FEASIBILITY OF OFFERING A SOLAR WATER HEATING SYSTEM TAX CREDIT.","HCR 196","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO ADOPT RULES TO REQUIRE ELECTRIC UTILITY COMPANIES TO PERMIT GROUP NET METERING.","HCR 195","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE BOARD OF EDUCATION TO PROVIDE ACADEMIC CREDIT OR SOME OTHER INCENTIVE OR PENALTY TO MOTIVATE STUDENTS TO TAKE THE ADEQUATE YEARLY PROGRESS TESTS SERIOUSLY.","HCR 193","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RECOGNIZING THE 40TH ANNIVERSARY OF THE COASTAL ZONE MANAGEMENT ACT OF 1972.","HCR 191","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE HAWAII PUBLIC HOUSING AUTHORITY AND THE HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION TO CREATE A REDEVELOPMENT MASTER PLAN FOR KUKUI GARDENS AND MAYOR WRIGHT HOMES.","HCR 182","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE INSURANCE COMMISSIONER TO ESTABLISH A MORATORIUM ON HEALTH INSURANCE PREMIUM RATE INCREASES UNTIL JUNE 30, 2014.","HCR 181","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO ESTABLISH A MORATORIUM ON ELECTRICITY RATE INCREASES UNTIL JUNE 30, 2014, AND CONSIDER MODIFICATION OF THE AUTOMATIC FUEL ADJUSTMENT CLAUSE FOR ELECTRIC UTILITIES.","HCR 180","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE COASTAL ZONE MANAGEMENT PROGRAM UNDER THE OFFICE OF PLANNING TO ASCERTAIN THE DISPOSITION OF TITLE AND OWNERSHIP OF ACREAGE ALONG THE PEARL HARBOR SHORELINE BORDERING WAIPAHU AND THE WESTLOCK SHORELINES THAT ACCUMULATED AS A RESULT OF MANGROVES, VEGETATION, AND ACCRETED LAND FROM RIVERS UPSTREAM.","HCR 176","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF HUMAN SERVICES TO STUDY THE IMPACT OF THE NEW ADULT PROTECTIVE SERVICES LAW.","HCR 156","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE CREATION OF A DIABETES PREVENTION TASK FORCE TO STUDY PREVENTION STRATEGIES, TRACK POLICY CHANGES AND REPORT TO THE LEGISLATURE WITH RECOMMENDED ACTIONS HALTING THE DIABETES EPIDEMIC IN HAWAII.","HCR 227","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE CENTERS FOR MEDICARE & MEDICAID SERVICES AND MEDICAL INSURANCE PROVIDERS TO CREATE A PENALTY OR DISINCENTIVE FOR THOSE WHO ABUSE EMERGENCY ROOM VISITS.","HCR 225","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF PUBLIC SAFETY TO EXEMPT VETERINARIANS FROM THE REQUIREMENTS OF PART VIII OF CHAPTER 329, HAWAII REVISED STATUTES, PERTAINING TO THE ELECTRONIC PRESCRIPTION ACCOUNTABILITY SYSTEM, THROUGH JULY 1, 2013.","HCR 220","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES AND THE UNITED STATES CONGRESS TO LOWER NATIONAL ENERGY COSTS BY APPROVING THE KEYSTONE XL PIPELINE.","HCR 215","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"ENCOURAGING THE GOVERNOR TO TRANSFER THE RESPONSIBILITIES FOR THE ADMINISTRATION OF THE OFFICE OF INTERNATIONAL AFFAIRS FROM THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT AND TOURISM TO THE LIEUTENANT GOVERNOR.","HCR 214","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND THE DEPARTMENT OF EDUCATION TO MAINTAIN, MONITOR, AND ENFORCE ANTI-BULLYING, ANTI-CYBERBULLYING, AND ANTI-HARASSMENT POLICIES AND PROCEDURES TO PROTECT PUBLIC AND CHARTER SCHOOL STUDENTS.","HCR 210","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO SUPPORT AND PROVIDE ADEQUATE FUNDING TO THE HANA SCHOOL INFANT AND TODDLER PROGRAM FOR THE HANA COMMUNITY.","HCR 209","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM TO CONVENE A SUSTAINABLE AND ALTERNATIVE ENERGY ASSESSMENT TASK FORCE.","HCR 206","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE CITY AND COUNTY OF HONOLULU TO CREATE A VEHICLE REGISTRATION CREDIT FOR RESIDENTS WHO DRIVE LIMITED MILES IN THEIR VEHICLE.","HCR 204","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"REQUESTING THE PRESIDENT TO AMEND EXECUTIVE ORDER 13089 TO EXEMPT MAINTENANCE AND DREDGING ACTIVITIES IN EXISTING SMALL BOAT AND COMMERCIAL HARBORS WITHIN THE STATE OF HAWAII.","HCR 200","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","SB 2749","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO TOBACCO PRODUCTS.","SB 2422","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO CONDOMINIUMS.","SB 2295","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO PROMOTION OF CONTROLLED SUBSTANCES.","HB 2736","hi","2011 Regular Session","lower","2012-01-25 00:00:00"
"RELATING TO ALL-TERRAIN VEHICLES.","HB 2277","hi","2011 Regular Session","lower","2012-01-20 00:00:00"
"RELATING TO EARLY LEARNING.","SB 2969","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THRILL CRAFT.","SB 2906","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO ANIMAL CRUELTY.","SB 2502","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO THE UNIFORM INTERSTATE DEPOSITIONS AND DISCOVERY ACT.","SB 2497","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"URGING THE DEPARTMENT OF EDUCATION TO EXPLORE OPTIONS IN PREVENTING LIKELIKE ELEMENTARY SCHOOL FROM FUTURE CLOSURE.","HCR 228","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RELATING TO FOSTER YOUTH.","SB 2589","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO TAXATION.","SB 2484","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO PRIVATE TRANSFER FEES.","SB 2184","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO THE FEDERAL EARNED INCOME TAX CREDIT.","SB 2179","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO ELECTIONS.","SB 2052","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE V, SECTION 6, OF THE HAWAII STATE CONSTITUTION, TO PROVIDE FOR THE ELECTION OF THE ATTORNEY GENERAL.","SB 1187","hi","2011 Regular Session","upper","2011-01-26 00:00:00"
"REQUESTING THE JUDICIARY TO ENSURE THAT THE ACCESS TO JUSTICE COMMISSION'S TASK FORCE ON ADJUNCT PROVIDERS OF LEGAL SERVICES INCLUDES AT LEAST AS MANY NON-LAWYERS AS LAWYERS AND REPRESENTATIVES OF CERTAIN GROUPS.","HCR 187","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"RELATING TO HEALTH CARE COORDINATION.","SB 2935","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO QUALIFIED COMMUNITY REHABILITATION PROGRAMS.","SB 2811","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THE HAWAII EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","SB 2753","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THE ONE CALL CENTER.","SB 2432","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO DEPARTMENT OF LAND AND NATURAL RESOURCES MARITIME FACILITIES.","SB 2381","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO BROADBAND.","HB 2324","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"RELATING TO TRANSPORTATION.","SB 3040","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RECOGNIZING AND HONORING THE CENTENNIAL ANNIVERSARIES FOR PALAMA SETTLEMENT, THE CHINESE CHAMBER OF COMMERCE OF HAWAII, AND LILIHA SHINGONJI MISSION.","HR 182","hi","2011 Regular Session","lower","2012-03-19 00:00:00"
"REQUESTING HEALTH CARE FACILITIES AND HEALTH CARE PROVIDERS IN HAWAII TO PERFORM ORGAN TRANSPLANTATION ON PATIENTS WITH HIV, ARC, AND AIDS.","SCR 58","hi","2011 Regular Session","upper","2012-03-01 00:00:00"
"REQUESTING HEALTH CARE FACILITIES AND HEALTH CARE PROVIDERS IN HAWAII TO PERFORM ORGAN TRANSPLANTATION ON PATIENTS WITH HIV, ARC, AND AIDS.","SR 22","hi","2011 Regular Session","upper","2012-03-01 00:00:00"
"RELATING TO FINANCIAL INSTITUTIONS.","SB 2761","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","SB 2701","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO CHILDREN AND YOUTH.","SB 2591","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO CONDUCT RESEARCH ON THE CORRELATION BETWEEN CHILDREN WHO ARE LATE-BORN AND THE HIGH SCHOOL DROP OUT RATE.","SR 34","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"MAKING EMERGENCY APPROPRIATIONS FOR CLAIMS AGAINST THE STATE, ITS OFFICERS, OR ITS EMPLOYEES.","HB 2438","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"RELATING TO ELECTIONS.","HB 2437","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"RELATING TO BROADBAND.","HB 2325","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"RELATING TO EDUCATION.","SB 2543","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO SALARIES.","SB 2057","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO SAILING SCHOOL VESSELS.","SB 2849","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO SOLID WASTE.","SB 2823","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII.","SB 2546","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO EDUCATION.","SB 2542","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"CONVENING A MANOA ROAD TASK FORCE TO DISCUSS OWNERSHIP, MAINTENANCE, AND REPAIR RESPONSIBILITY OF THE PORTION OF MANOA ROAD LEADING UP TO THE LYON ARBORETUM.","SCR 112","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A MANAGEMENT AND FINANCIAL AUDIT OF THE UNIVERSITY CLINICAL, EDUCATION AND RESEARCH ASSOCIATES, INC.","SCR 75","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO ESTABLISH A TASK FORCE ON CHEERLEADING TO DETERMINE IF CHEERLEADING SHOULD BE CLASSIFIED AS AN INTERSCHOLASTIC SPORT IN PUBLIC SCHOOL ATHLETIC PROGRAMS.","SCR 32","hi","2011 Regular Session","upper","2012-02-07 00:00:00"
"REQUESTING A STUDY ON THE REGIONAL TRAFFIC IMPACTS OF PROPOSED DEVELOPMENTS AND INCREASING TOURISM IN THE NORTH SHORE AND KOOLAULOA DISTRICTS.","SR 95","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"URGING THE BOARD OF EDUCATION TO PROVIDE ACADEMIC CREDIT OR SOME OTHER INCENTIVE OR PENALTY TO MOTIVATE STUDENTS TO TAKE THE ADEQUATE YEARLY PROGRESS TESTS SERIOUSLY.","SR 94","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE LIEUTENANT GOVERNOR TO CONVENE A VOTER PARTICIPATION TASK FORCE ON VOTER REGISTRATION AND VOTER TURNOUT IN HAWAII.","SR 85","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE HAWAII STATE ETHICS COMMISSION TO ESTABLISH A TASK FORCE TO REVIEW LOBBYIST DISCLOSURE LAWS AND LOBBYIST DISCLOSURE REPORTS AND RECOMMEND LEGISLATION TO ENSURE TRANSPARENCY AND PUBLIC DISCLOSURE OF LOBBYIST EXPENDITURES.","SR 84","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE CHAIRPERSON OF THE BOARD OF LAND AND NATURAL RESOURCES TO CONVENE A TASK FORCE TO STUDY AND PROVIDE RECOMMENDATIONS FOR THE FUTURE OF THE WAIKIKI NATATORIUM SITE.","SR 80","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE OFFICE OF HAWAIIAN AFFAIRS, IN CONSULTATION WITH THE DEPARTMENT OF HEALTH, THE DEPARTMENT OF LAND AND NATURAL RESOURCES, AND THE DEPARTMENT OF COMMERCE AND CONSUMER AFFAIRS, TO CONDUCT A STUDY OF THE JURISDICTIONAL ISSUES RELATING TO THE PROCESS OF REMOVING BURIAL SITES IN ORDER TO DECERTIFY A CEMETERY.","SR 64","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"CONVENING A MANOA ROAD TASK FORCE TO DISCUSS OWNERSHIP, MAINTENANCE, AND REPAIR RESPONSIBILITY OF THE PORTION OF MANOA ROAD LEADING UP TO THE LYON ARBORETUM.","SR 54","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING A STUDY ON THE REGIONAL TRAFFIC IMPACTS OF PROPOSED DEVELOPMENTS AND INCREASING TOURISM IN THE NORTH SHORE AND KOOLAULOA DISTRICTS.","SCR 165","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH AND DEPARTMENT OF PUBLIC SAFETY TO CONVENE A TASK FORCE TO DEVELOP A PLAN FOR THE DESIGN, DEVELOPMENT, CONSTRUCTION, AND OPERATION OF A SECURE FORENSIC FACILITY.","SCR 164","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE AUDITOR TO PERFORM A FINANCIAL AND PERFORMANCE AUDIT OF THE DEPARTMENT OF COMMERCE AND CONSUMER AFFAIRS.","SCR 160","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO CONVENE A TASK FORCE TO STUDY THE POSSIBILITY OF FUTURE DEVELOPMENTS FOR THE WAIKIKI NATATORIUM SITE.","SCR 159","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE LIEUTENANT GOVERNOR TO CONVENE A VOTER PARTICIPATION TASK FORCE ON VOTER REGISTRATION AND VOTER TURNOUT IN HAWAII.","SCR 150","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE HAWAII STATE ETHICS COMMISSION TO ESTABLISH A TASK FORCE TO REVIEW LOBBYIST DISCLOSURE LAWS AND LOBBYIST DISCLOSURE REPORTS AND RECOMMEND LEGISLATION TO ENSURE TRANSPARENCY AND PUBLIC DISCLOSURE OF LOBBYIST EXPENDITURES.","SCR 149","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE HAWAII HEALTH SYSTEMS CORPORATION TO PROMOTE COLLABORATION BETWEEN COMMUNITY HOSPITALS AND COMMUNITY HEALTH CENTERS AND DEVELOP A PLAN TO HAVE CERTAIN RURAL HOSPITALS DESIGNATED AS FEDERALLY QUALIFIED HEALTH CENTERS.","SCR 148","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE OFFICE OF PLANNING TO CONTINUE ITS PURSUIT OF FEDERAL FUNDING FOR THE COASTAL ZONE MANAGEMENT PROGRAM AND ADVOCATE FOR COMPLIANCE BY AGENCIES WITH THE REQUIREMENTS AND DUTIES OF CHAPTER 205A, HAWAII REVISED STATUTES.","SCR 145","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE CHAIRPERSON OF THE BOARD OF LAND AND NATURAL RESOURCES TO CONVENE A TASK FORCE TO STUDY AND PROVIDE RECOMMENDATIONS FOR THE FUTURE OF THE WAIKIKI NATATORIUM SITE.","SCR 144","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE OFFICE OF HAWAIIAN AFFAIRS, IN CONSULTATION WITH THE DEPARTMENT OF HEALTH, THE DEPARTMENT OF LAND AND NATURAL RESOURCES, AND THE DEPARTMENT OF COMMERCE AND CONSUMER AFFAIRS, TO CONDUCT A STUDY OF THE JURISDICTIONAL ISSUES RELATING TO THE PROCESS OF REMOVING BURIAL SITES IN ORDER TO DECERTIFY A CEMETERY.","SCR 125","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
