"Action","Bill ID","Date","Actor"
"Reported from EDN (Stand. Com. Rep. No. 1398) as amended in HD 1, recommending adoption.","HCR 178","2013-04-02 00:00:00","lower"
"Adopted as amended in HD 1 with none voting aye with reservations; none voting no (0) and  Cachola, Carroll excused (2).","HCR 178","2013-04-02 00:00:00","lower"
"Transmitted to Senate.","HCR 178","2013-04-02 00:00:00","lower"
"Received from House (Hse. Com. No. 410).","HCR 178","2013-04-03 00:00:00","upper"
"Referred to EDU.","HCR 178","2013-04-09 00:00:00","upper"
"The committee(s) on EDU has scheduled a public hearing on 04-15-13  1:15PM in conference room 414.","HCR 178","2013-04-12 00:00:00","upper"
"The committee(s) on  EDU recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in EDU were as follows: 4 Aye(s): Senator(s) Tokuda, Ruderman, Shimabukuro; Aye(s) with reservations: Senator(s) Kidani ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","HCR 178","2013-04-15 00:00:00","upper"
"Reported from EDU (Stand. Com. Rep. No. 1574) with recommendation of adoption, as amended (SD 1).","HCR 178","2013-04-17 00:00:00","upper"
"One Day Notice 04-18-13.","HCR 178","2013-04-17 00:00:00","upper"
"Report and Resolution Adopted, as amended (SD 1).  Transmitted to House.","HCR 178","2013-04-18 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  708) in amended form (SD 1).","HCR 178","2013-04-18 00:00:00","lower"
"House agrees to Senate amendment(s).","HCR 178","2013-04-24 00:00:00","lower"
"Adopted as amended in SD 1 with none voting aye with reservations; none voting no (0) and Brower, Har, Oshiro excused (3).","HCR 178","2013-04-24 00:00:00","lower"
"Resolution adopted in final form.","HCR 178","2013-04-24 00:00:00","lower"
"Received notice of Agreement and Adoption in House (Hse. Com. No. 738).","HCR 178","2013-04-25 00:00:00","upper"
"To be offered.","HCR 6","2013-01-18 00:00:00","lower"
"Offered","HCR 6","2013-01-18 00:00:00","lower"
"Referred to OMH, JUD, referral sheet 12","HCR 6","2013-02-01 00:00:00","lower"
"Resolution scheduled to be heard by OMH on Wednesday, 02-13-13 10:50AM in conference room 325.","HCR 6","2013-02-09 00:00:00","lower"
"The committees on OMH recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 5 Ayes: Representative(s) Hanohano, Cullen, Evans, Lowen, Fale; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Coffman, Kawakami, C. Lee.","HCR 6","2013-02-13 00:00:00","lower"
"Reported from OMH (Stand. Com. Rep. No. 929), recommending referral to JUD.","HCR 6","2013-03-12 00:00:00","lower"
"Report adopted; referred to the committee(s) on JUD with none voting aye with reservations; none voting no (0) and Representative(s) Say, Tokioka excused (2).","HCR 6","2013-03-12 00:00:00","lower"
"Resolution scheduled to be heard by JUD on Friday, 03-22-13  2:00PM in conference room 325.","HCR 6","2013-03-19 00:00:00","lower"
"This measure has been deleted from the meeting scheduled on Friday 03-22-13  2:00PM in conference room 325.","HCR 6","2013-03-21 00:00:00","lower"
"Resolution scheduled to be heard by JUD on Thursday, 03-28-13  2:00PM in conference room 325.","HCR 6","2013-03-21 00:00:00","lower"
"The committees on JUD recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Rhoads, Har, Brower, Tsuji, Wooley, McDermott, Thielen; Ayes with reservations: none;  Noes: none; and 6 Excused: Representative(s) Belatti, Cabanilla, Carroll, Ito, Kawakami, C. Lee.   ","HCR 6","2013-03-28 00:00:00","lower"
"Reported from JUD (Stand. Com. Rep. No. 1483) as amended in HD 1, recommending adoption.","HCR 6","2013-04-05 00:00:00","lower"
"Adopted as amended in HD 1 with none voting aye with reservations; none voting no (0) and  Representative(s) Say, Tokioka excused (2).","HCR 6","2013-04-05 00:00:00","lower"
"Transmitted to Senate.","HCR 6","2013-04-05 00:00:00","lower"
"Received from House (Hse. Com. No. 460).","HCR 6","2013-04-09 00:00:00","upper"
"Referred to THA/PSM/JDL.","HCR 6","2013-04-09 00:00:00","upper"
"The committee(s) on THA/PSM/JDL has scheduled a public hearing on 04-19-13  2:45PM in conference room 312.","HCR 6","2013-04-16 00:00:00","upper"
"The committee(s) on  THA recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in THA were as follows: 6 Aye(s): Senator(s) Galuteria, Hee, Kahele, Kidani, Shimabukuro, Solomon; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Keith-Agaran, Slom.","HCR 6","2013-04-19 00:00:00","upper"
"The committee(s) on  JDL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in JDL were as follows: 4 Aye(s): Senator(s) Hee, Shimabukuro, Gabbard, Ihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","HCR 6","2013-04-19 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Galuteria; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Green, Slom.","HCR 6","2013-04-19 00:00:00","upper"
"Reported from THA/PSM/JDL (Stand. Com. Rep. No. 1607) with recommendation of adoption, as amended (SD 1).","HCR 6","2013-04-22 00:00:00","upper"
"Report and Resolution Adopted, as amended (SD 1).  Transmitted to House.","HCR 6","2013-04-22 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  718) in amended form (SD 1).","HCR 6","2013-04-22 00:00:00","lower"
"House agrees to Senate amendment(s).","HCR 6","2013-04-24 00:00:00","lower"
"Adopted as amended in SD 1 with none voting aye with reservations; none voting no (0) and Brower, Har, Oshiro excused (3).","HCR 6","2013-04-24 00:00:00","lower"
"Resolution adopted in final form.","HCR 6","2013-04-24 00:00:00","lower"
"Received notice of Agreement and Adoption in House (Hse. Com. No. 738).","HCR 6","2013-04-25 00:00:00","upper"
"Introduced and Passed First Reading","HB 1298","2013-01-24 00:00:00","lower"
"Referred to LAB/HUS, FIN, referral sheet 7","HB 1298","2013-01-28 00:00:00","lower"
"Re-referred to HUS, FIN, referral sheet 21","HB 1298","2013-02-11 00:00:00","lower"
"Bill scheduled to be heard by HUS on Thursday, 02-14-13  9:30AM in House conference room 329.","HB 1298","2013-02-11 00:00:00","lower"
"The committees on HUS recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 5 Ayes: Representative(s) Carroll, Kobayashi, Morikawa, Woodson, Fukumoto; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Belatti, Cabanilla, Jordan.","HB 1298","2013-02-14 00:00:00","lower"
"Reported from HUS (Stand. Com. Rep. No. 526), recommending passage on Second Reading and referral to FIN.","HB 1298","2013-02-15 00:00:00","lower"
"Passed Second Reading and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Carroll, Coffman, Hanohano, Har, Kawakami, Ward excused (6).","HB 1298","2013-02-15 00:00:00","lower"
"Bill scheduled to be heard by FIN on Wednesday, 02-20-13  2:00PM in House conference room 308.","HB 1298","2013-02-17 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Lowen, Morikawa, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Kobayashi.   ","HB 1298","2013-02-20 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 783) as amended in HD 1, recommending passage on Third Reading.","HB 1298","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 1298","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 1 with none voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","HB 1298","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 350).","HB 1298","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 1298","2013-03-07 00:00:00","upper"
"Referred to HMS, WAM.","HB 1298","2013-03-07 00:00:00","upper"
"The committee(s) on HMS has scheduled a public hearing on 03-14-13  1:20PM in conference room 016.","HB 1298","2013-03-11 00:00:00","upper"
"The committee(s) on  HMS recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HMS were as follows: 3 Aye(s): Senator(s) Chun Oakland, Green, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Kidani, Taniguchi.","HB 1298","2013-03-14 00:00:00","upper"
"Reported from HMS (Stand. Com. Rep. No. 951) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.","HB 1298","2013-03-21 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","HB 1298","2013-03-21 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 03-28-13  9:05AM in conference room 211.","HB 1298","2013-03-25 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) English, Kouchi.","HB 1298","2013-03-28 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1386) with recommendation of passage on Third Reading, as amended (SD 2).","HB 1298","2013-04-05 00:00:00","upper"
"48 Hrs. Notice 04-09-13.","HB 1298","2013-04-05 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  2). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","HB 1298","2013-04-09 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  577) in amended form (SD 2).","HB 1298","2013-04-09 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 1298","2013-04-11 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 650).","HB 1298","2013-04-12 00:00:00","upper"
"House conferees appointed: Carroll, Luke Co-Chairs; Takayama, Fukumoto.","HB 1298","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 1298","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Chun Oakland, Chair; Ige, Co-Chair(s); Green, Ruderman, Slom.","HB 1298","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 697).","HB 1298","2013-04-16 00:00:00","lower"
"Bill scheduled for Conference Committee Meeting on Friday, 04-19-13 11:00AM in conference room 229.","HB 1298","2013-04-18 00:00:00","lower"
"Conference Committee Meeting will reconvene on Monday 04-22-13  4:00PM in conference room 229.","HB 1298","2013-04-19 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13  4:00PM in conference room 229.","HB 1298","2013-04-23 00:00:00","lower"
"Conference Committee Meeting will reconvene on Thursday 04-25-13 12:45PM in conference room 229.","HB 1298","2013-04-24 00:00:00","lower"
"Conference committee meeting to reconvene on 04-26-13  1:45PM in conference room 229.","HB 1298","2013-04-25 00:00:00","upper"
"Pending introduction.","HB 1163","2013-01-23 00:00:00","lower"
"Introduced and Passed First Reading","HB 1163","2013-01-24 00:00:00","lower"
"Referred to LAB, FIN, referral sheet 6","HB 1163","2013-01-28 00:00:00","lower"
"Bill scheduled to be heard by LAB on Friday, 02-01-13  9:00AM in House conference room 309.","HB 1163","2013-01-29 00:00:00","lower"
"The committees on LAB recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 8 Ayes: Representative(s) Nakashima, Hashem, Aquino, Ichiyama, Ing, Takumi, Yamashita, Johanson; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Yamane.","HB 1163","2013-02-01 00:00:00","lower"
"Reported from LAB (Stand. Com. Rep. No. 102), recommending passage on Second Reading and referral to FIN.","HB 1163","2013-02-05 00:00:00","lower"
"Passed Second Reading and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Carroll, Har, Oshiro, Takumi excused (4).","HB 1163","2013-02-05 00:00:00","lower"
"Bill scheduled to be heard by FIN on Thursday, 02-14-13  2:00PM in House conference room 308.","HB 1163","2013-02-12 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 15 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Lowen, Morikawa, Onishi, Takayama, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Kobayashi, Tokioka.","HB 1163","2013-02-14 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 614), recommending passage on Third Reading.","HB 1163","2013-02-19 00:00:00","lower"
"Passed Third Reading with none voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","HB 1163","2013-02-19 00:00:00","lower"
"Received from House (Hse. Com. No. 62).","HB 1163","2013-02-20 00:00:00","upper"
"Passed First Reading.","HB 1163","2013-02-20 00:00:00","upper"
"Referred to JDL, WAM.","HB 1163","2013-03-05 00:00:00","upper"
"Re-Referred to JDL/WAM.","HB 1163","2013-03-22 00:00:00","upper"
"The committee(s) on JDL/WAM has scheduled a public hearing on 03-27-13 10:30AM in conference room 211.","HB 1163","2013-03-22 00:00:00","upper"
"The committee(s) on  JDL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in JDL were as follows: 3 Aye(s): Senator(s) Hee, Shimabukuro, Gabbard; Aye(s) with reservations: none ; 1 No(es): Senator(s) Slom; and 1 Excused: Senator(s) Ihara.","HB 1163","2013-03-27 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Kouchi, Ruderman, Tokuda; Aye(s) with reservations: none ; 1 No(es): Senator(s) Slom; and 1 Excused: Senator(s) L. Thielen.","HB 1163","2013-03-27 00:00:00","upper"
"Reported from JDL/WAM (Stand. Com. Rep. No. 1305) with recommendation of passage on Second Reading, as amended (SD 1) and placement on the calendar for Third Reading.","HB 1163","2013-04-05 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1). ","HB 1163","2013-04-05 00:00:00","upper"
"48 Hrs. Notice 04-09-13.","HB 1163","2013-04-05 00:00:00","upper"
"Passed Third Reading, as amended (SD 1). Ayes, 24; Aye(s) with reservations: none .  Noes, 1 (Senator(s) Slom). Excused, 0 (none).  Transmitted to House.","HB 1163","2013-04-09 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  564) in amended form (SD 1).","HB 1163","2013-04-09 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 1163","2013-04-11 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 650).","HB 1163","2013-04-12 00:00:00","upper"
"House conferees appointed: Nakashima, Luke Co-Chairs; Takumi, Johanson.","HB 1163","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 1163","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Hee, Chair; Ige, Co-Chair(s); Shimabukuro.","HB 1163","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 695).","HB 1163","2013-04-16 00:00:00","lower"
"Bill scheduled for Conference Committee Meeting on Friday, 04-19-13  1:15PM in conference room 325.","HB 1163","2013-04-18 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13 10:30AM in conference room 325.","HB 1163","2013-04-19 00:00:00","lower"
"Conference Committee Meeting will reconvene on Thursday 04-25-13 10:30AM in conference room 325.","HB 1163","2013-04-24 00:00:00","lower"
"Conference Committee Meeting will reconvene on Friday 04-26-13 10:30AM in conference room 325.","HB 1163","2013-04-25 00:00:00","lower"
"Pending introduction.","HB 799","2013-01-22 00:00:00","lower"
"Introduced and Passed First Reading","HB 799","2013-01-24 00:00:00","lower"
"Referred to VMI, EDB, FIN, referral sheet 5","HB 799","2013-01-24 00:00:00","lower"
"Bill scheduled to be heard by VMI on Wednesday, 01-30-13  8:30AM in House conference room 312.","HB 799","2013-01-25 00:00:00","lower"
"The committees on VMI recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 10 Ayes: Representative(s) Takai, Ito, Brower, Cachola, Ohno, Onishi, Takayama, Tsuji, McDermott; Ayes with reservations: Representative(s) Choy;  Noes: none; and  Excused: none.   ","HB 799","2013-01-30 00:00:00","lower"
"Reported from VMI (Stand. Com. Rep. No. 33) as amended in HD 1, recommending passage on Second Reading and referral to EDB.","HB 799","2013-02-04 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on EDB with none voting aye with reservations; none voting no (0) and Representative(s) Carroll, Coffman, Takumi, Tokioka excused (4).","HB 799","2013-02-04 00:00:00","lower"
"Bill scheduled to be heard by EDB on Friday, 02-08-13  9:00AM in House conference room 312.","HB 799","2013-02-05 00:00:00","lower"
"The committees on EDB recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Tsuji, Ward, Brower, Choy, Ohno, Onishi, Takayama; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Cachola, Tokioka.   ","HB 799","2013-02-08 00:00:00","lower"
"Reported from EDB (Stand. Com. Rep. No. 396) as amended in HD 2, recommending referral to FIN.","HB 799","2013-02-13 00:00:00","lower"
"Report adopted. referred to the committee(s) on FIN as amended in HD 2 with Representative(s) Ing voting aye with reservations; none voting no (0) and Representative(s) Coffman, Har, Say excused (3).","HB 799","2013-02-13 00:00:00","lower"
"Bill scheduled to be heard by FIN on Thursday, 02-21-13  1:30PM in House conference room 308.","HB 799","2013-02-19 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 17 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Morikawa, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and  Excused: none.   ","HB 799","2013-02-21 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 819) as amended in HD 3, recommending passage on Third Reading.","HB 799","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 799","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 3 with Representative(s) Fale voting aye with reservations; Representative(s) Cabanilla, Oshiro voting no (2) and none excused (0).  Transmitted to Senate.","HB 799","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 277).","HB 799","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 799","2013-03-07 00:00:00","upper"
"Referred to EGH, WAM.","HB 799","2013-03-07 00:00:00","upper"
"The committee(s) on EGH has scheduled a public hearing on 03-11-13  2:45PM in conference room 016.","HB 799","2013-03-08 00:00:00","upper"
"The committee on EGH deferred the measure.","HB 799","2013-03-11 00:00:00","upper"
"The committee(s) on EGH will hold a public decision making on 03-21-13  3:45PM in conference room 224.","HB 799","2013-03-18 00:00:00","upper"
"The committee(s) on  EGH recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in EGH were as follows: 4 Aye(s): Senator(s) Dela Cruz, Slom, Baker, English; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Chun Oakland, L. Thielen, Wakai.","HB 799","2013-03-21 00:00:00","upper"
"Reported from EGH (Stand. Com. Rep. No. 1037) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.","HB 799","2013-03-22 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","HB 799","2013-03-22 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 03-28-13  9:05AM in conference room 211.","HB 799","2013-03-25 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-01-13 10:05AM in conference room 211.","HB 799","2013-03-28 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, Espero, Kahele, Kouchi, Ruderman, Tokuda, Slom; Aye(s) with reservations: Senator(s) Keith-Agaran, L. Thielen ; 0 No(es): none; and 1 Excused: Senator(s) English.","HB 799","2013-04-01 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1389) with recommendation of passage on Third Reading, as amended (SD 2).","HB 799","2013-04-05 00:00:00","upper"
"48 Hrs. Notice 04-09-13.","HB 799","2013-04-05 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  2). Ayes, 25; Aye(s) with reservations: Senator(s) L. Thielen .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","HB 799","2013-04-09 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  526) in amended form (SD 2).","HB 799","2013-04-09 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 799","2013-04-11 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 650).","HB 799","2013-04-12 00:00:00","upper"
"House conferees appointed: Takai, Tsuji, Luke Co-Chairs; Nakashima, Ward.","HB 799","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 799","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Dela Cruz, Chair; Ige, Co-Chair(s); English, Kidani, Wakai, Slom.","HB 799","2013-04-16 00:00:00","upper"
"House conferee(s) added: Representative(s) Choy.","HB 799","2013-04-16 00:00:00","lower"
"Received notice of Senate conferees (Sen. Com. No. 695).","HB 799","2013-04-16 00:00:00","lower"
"Received notice of change in conferees (Hse. Com. No. 701).","HB 799","2013-04-17 00:00:00","upper"
"Bill scheduled for Conference Committee Meeting on Monday, 04-22-13 10:30AM in conference room 423.","HB 799","2013-04-18 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13 10:30AM in conference room 423.","HB 799","2013-04-22 00:00:00","lower"
"Conference Committee Meeting will reconvene on Thursday 04-25-13 11:00AM in conference room 423.","HB 799","2013-04-24 00:00:00","lower"
"Conference Committee Meeting will reconvene on Friday 04-26-13 11:00AM in conference room 423.","HB 799","2013-04-25 00:00:00","lower"
"Introduced.","SB 1293","2013-01-24 00:00:00","upper"
"Passed First Reading.","SB 1293","2013-01-24 00:00:00","upper"
"Referred to CPN.","SB 1293","2013-01-28 00:00:00","upper"
"The committee(s) on CPN has scheduled a public hearing on 02-13-13  8:30AM in conference room 229.","SB 1293","2013-01-31 00:00:00","upper"
"The committee(s) on  CPN deferred the measure until 02-26-13 10:00AM in conference room 229.","SB 1293","2013-02-13 00:00:00","upper"
"The committee(s) on  CPN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in CPN were as follows: 6 Aye(s): Senator(s) Baker, Galuteria, Nishihara, Solomon, Taniguchi, Wakai; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SB 1293","2013-02-26 00:00:00","upper"
"Reported from CPN (Stand. Com. Rep. No. 550) with recommendation of passage on Second Reading, as amended (SD 1) and placement on the calendar for Third Reading.","SB 1293","2013-02-28 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1). ","SB 1293","2013-02-28 00:00:00","upper"
"48 Hrs. Notice 03-05-13.","SB 1293","2013-02-28 00:00:00","upper"
"Passed Third Reading, as amended (SD 1). Ayes, 24; Aye(s) with reservations: none .  Noes, 1 (Senator(s) Slom). Excused, 0 (none).  Transmitted to House.","SB 1293","2013-03-05 00:00:00","upper"
"Received from Senate (Sen. Com. No. 372) in amended form (SD 1).","SB 1293","2013-03-05 00:00:00","lower"
"Pass First Reading","SB 1293","2013-03-07 00:00:00","lower"
"Referred to LAB, CPC, referral sheet 30","SB 1293","2013-03-07 00:00:00","lower"
"Re-referred to LAB/CPC, referral sheet 41","SB 1293","2013-03-20 00:00:00","lower"
"Bill scheduled to be heard by LAB/CPC on Monday, 03-25-13 2:00PM in House conference room 325.","SB 1293","2013-03-21 00:00:00","lower"
"The committee(s) on  recommend(s) that the measure be deferred until 04/01/13.","SB 1293","2013-03-25 00:00:00","lower"
"Bill scheduled for decision making on Monday, 04-01-13  2:00PM in conference room 325.","SB 1293","2013-03-25 00:00:00","lower"
"The committees on LAB recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 8 Ayes: Representative(s) Nakashima, Hashem, Aquino, Ing, Yamane, Yamashita; Ayes with reservations: Representative(s) Takumi, Johanson;  Noes: none; and 1 Excused: Representative(s) Ichiyama.   ","SB 1293","2013-04-01 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 9 Ayes: Representative(s) Kawakami, Belatti, Brower, Cabanilla, Cachola, Evans, Tsuji, Yamane; Ayes with reservations: Representative(s) Thielen;  Noes: none; and 6 Excused: Representative(s) McKelvey, Carroll, Har, Ito, C. Lee, McDermott.   ","SB 1293","2013-04-01 00:00:00","lower"
"Reported from LAB/CPC (Stand. Com. Rep. No. 1442) as amended in HD 1, recommending passage on Second Reading and placement on the calendar for Third Reading.","SB 1293","2013-04-04 00:00:00","lower"
"Passed Second Reading as amended in HD 1; placed on the calendar for Third Reading with Representative(s) Cabanilla, Thielen, Ward voting aye with reservations; Representative(s) Fale, McDermott voting no (2) and none excused (0).","SB 1293","2013-04-04 00:00:00","lower"
"Passed Third Reading with Representative(s) Aquino, Cabanilla, Cheape, Coffman, Cullen, Fale, Fukumoto, Har, Ito, Johanson, Jordan, Kawakami, Oshiro, Say, Takayama, Tokioka, Ward, Yamane, Yamashita voting aye with reservations; Representative(s) McDermott, Thielen voting no (2) and none excused (0).  Transmitted to Senate.","SB 1293","2013-04-09 00:00:00","lower"
"Received from House (Hse. Com. No. 631).","SB 1293","2013-04-11 00:00:00","upper"
"Senate disagrees with House amendments.","SB 1293","2013-04-11 00:00:00","upper"
"Received notice of disagreement (Sen. Com. No. 607).","SB 1293","2013-04-11 00:00:00","lower"
"Senate Conferees appointed: Baker, Chair; Galuteria, Taniguchi.","SB 1293","2013-04-15 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 692).","SB 1293","2013-04-15 00:00:00","lower"
"House conferees appointed: Nakashima, McKelvey Co-Chairs; Hashem, Johanson.","SB 1293","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 699).","SB 1293","2013-04-16 00:00:00","upper"
"Conference committee meeting scheduled for 04-22-13  3:30PM in conference room 016.","SB 1293","2013-04-19 00:00:00","upper"
"Conference committee meeting to reconvene on 04-23-13  3:30PM in conference room 016.","SB 1293","2013-04-22 00:00:00","upper"
"Conference committee meeting to reconvene on 04-24-13  3:30PM in conference room 016.","SB 1293","2013-04-23 00:00:00","upper"
"Conference committee meeting to reconvene on 04-25-13  3:30PM in conference room 016.","SB 1293","2013-04-24 00:00:00","upper"
"Conference committee meeting to reconvene on 04-25-13  5:30PM in conference room 016.","SB 1293","2013-04-25 00:00:00","upper"
"Pending introduction.","HB 385","2013-01-18 00:00:00","lower"
"Introduced and Passed First Reading","HB 385","2013-01-22 00:00:00","lower"
"Referred to HUS, FIN, referral sheet 3","HB 385","2013-01-22 00:00:00","lower"
"Bill scheduled to be heard by HUS on Thursday, 02-07-13  9:30AM in House conference room 329.","HB 385","2013-02-01 00:00:00","lower"
"The committees on HUS recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 6 Ayes: Representative(s) Carroll, Kobayashi, Woodson, Fukumoto; Ayes with reservations: Representative(s) Jordan, Morikawa;  Noes: none; and 2 Excused: Representative(s) Belatti, Cabanilla.   ","HB 385","2013-02-07 00:00:00","lower"
